cluster_id,concept,count
642,socioeconomics,1
642,environmental health,1
642,agricultural economics,1
643,food policy,2
643,corporate governance,1
643,food systems,1
643,business,1
643,pact,1
643,government (linguistics),1
643,regional science,1
643,food security,1
643,political science,1
643,geography,1
644,tapping,2
644,omnichannel,1
644,portuguese,1
644,advertising,1
644,business,1
644,engineering,1
644,mechanical engineering,1
644,linguistics,1
644,philosophyomnichannel,1
645,feature (linguistics),2
645,synthetic data,2
645,rgb color model,2
645,computer science,1
645,artificial intelligence,1
645,initialization,1
645,computer vision,1
645,pose,1
645,video tracking,1
645,context (archaeology),1
646,narrative,1
646,narrative review,1
646,public relations,1
646,engineering ethics,1
646,sociology,1
646,political science,1
646,knowledge management,1
646,management science,1
646,computer science,1
646,engineering,1
647,agile unified process,2
647,lean software development,2
647,agile software development,1
647,coaching,1
647,agile usability engineering,1
647,knowledge management,1
647,affect (linguistics),1
647,process management,1
647,engineering,1
647,computer science,1
648,license,1
648,convolutional neural network,1
648,artificial intelligence,1
648,computer science,1
648,pattern recognition (psychology),1
648,machine learning,1
648,operating system,1
649,critical thinking,1
649,argumentation theory,1
649,storytelling,1
649,humanity,1
649,domain (mathematical analysis),1
649,engineering ethics,1
649,construct (python library),1
649,action (physics),1
649,sociology,1
649,epistemology,1
650,mathematics education,1
650,scientific literacy,1
650,cronbach's alpha,1
650,psychology,1
650,literacy,1
650,test (biology),1
650,medical education,1
650,indonesian,1
650,pedagogy,1
650,science education,1
651,automatic summarization,1
651,question answering,1
651,computer science,1
651,natural language processing,1
651,artificial intelligence,1
651,chain (unit),1
651,language model,1
651,information retrieval,1
651,physics,1
651,astronomychain (unit),1
652,robotics,1
652,artificial intelligence,1
652,bipartite graph,1
652,factor (programming language),1
652,locality,1
652,variety (cybernetics),1
652,computer science,1
652,machine learning,1
652,core (optical fiber),1
652,robot,1
653,implementation,2
653,feature (linguistics),2
653,simultaneous localization and mapping,1
653,orb (optics),1
653,computer science,1
653,artificial intelligence,1
653,robot,1
653,robotics,1
653,mobile robot,1
653,service (business),1
654,obstacle avoidance,2
654,feature (linguistics),2
654,simultaneous localization and mapping,1
654,odometer,1
654,computer vision,1
654,artificial intelligence,1
654,computer science,1
654,context (archaeology),1
654,obstacle,1
654,matching (statistics),1
655,generative grammar,1
655,computer science,1
655,generative model,1
655,artificial intelligence,1
655,language model,1
655,natural language processing,1
655,machine learninggenerative model,1
656,mainstream,2
656,pandemic,2
656,social media,1
656,government (linguistics),1
656,context (archaeology),1
656,affordance,1
656,public relations,1
656,china,1
656,political science,1
656,health communication,1
657,information dissemination,2
657,social media,1
657,vaccination,1
657,coronavirus disease 2019 (covid-19),1
657,public opinion,1
657,china,1
657,computer science,1
657,consistency (knowledge bases),1
657,sentiment analysis,1
657,public health,1
658,divergence (linguistics),2
658,publics,2
658,pandemic,2
658,salient,1
658,theme (computing),1
658,public sphere,1
658,coronavirus disease 2019 (covid-19),1
658,media studies,1
658,social media,1
658,sociology,1
659,government (linguistics),2
659,china,2
659,business,2
659,corporate governance,2
659,car sharing,2
659,transport engineering,2
659,political science,2
659,engineering,2
659,finance,2
659,philosophy,2
660,sustainable business,2
660,value proposition,2
660,product-service system,2
660,sustainable value,2
660,sharing economy,1
660,business model,1
660,sustainability,1
660,business,1
660,sustainable development,1
660,government (linguistics),1
661,triple bottom line,2
661,thematic analysis,2
661,supply chain,1
661,sustainability,1
661,circular economy,1
661,business,1
661,marketing,1
661,context (archaeology),1
661,sustainable development,1
661,government (linguistics),1
662,value (mathematics),2
662,co-creation,2
662,smart city,2
662,stakeholder,1
662,sustainable value,1
662,knowledge management,1
662,government (linguistics),1
662,key (lock),1
662,process (computing),1
662,work (physics),1
663,sample (material),1
663,government (linguistics),1
663,business,1
663,service (business),1
663,scale (ratio),1
663,preference,1
663,beijing,1
663,marketing,1
663,psychology,1
663,china,1
664,contingency theory,2
664,contingency,2
664,product-service system,2
664,information sharing,2
664,empirical research,2
664,sharing economy,1
664,sustainability,1
664,business,1
664,context (archaeology),1
664,process management,1
665,sharing economy,2
665,technology acceptance model,2
665,value (mathematics),2
665,structural equation modeling,1
665,willingness to pay,1
665,affect (linguistics),1
665,likert scale,1
665,payment,1
665,marketing,1
665,business,1
666,critical race theory,2
666,exceptionalism,2
666,critical discourse analysis,2
666,american exceptionalism,2
666,racism,1
666,meritocracy,1
666,gender studies,1
666,narrative,1
666,ideology,1
666,sociology,1
667,discipline,2
667,covert,2
667,intersectionality,1
667,agency (philosophy),1
667,sociology,1
667,curriculum,1
667,field (mathematics),1
667,pedagogy,1
667,gender studies,1
667,social science,1
668,white (mutation),2
668,value (mathematics),2
668,teacher education,1
668,critical race theory,1
668,narrative,1
668,originality,1
668,economic justice,1
668,pedagogy,1
668,racism,1
668,sociology,1
669,narrative,1
669,mathematics education,1
669,cognition,1
669,quality (philosophy),1
669,power (physics),1
669,psychology,1
669,pedagogy,1
669,cognitive development,1
669,sociology,1
669,epistemology,1
670,natural language programming,2
670,programming language specification,2
670,computer science,1
670,leverage (statistics),1
670,grammar,1
670,programming language,1
670,first-generation programming language,1
670,set (abstract data type),1
670,domain (mathematical analysis),1
670,programming domain,1
671,unintended consequences,2
671,unpacking,1
671,business,1
671,psychology,1
671,marketing,1
671,sociology,1
671,knowledge management,1
671,social psychology,1
671,computer science,1
671,political science,1
672,zero (linguistics),2
672,hero,1
672,business process management,1
672,process (computing),1
672,process management,1
672,computer science,1
672,business,1
672,business process,1
672,engineering,1
672,operations management,1
673,supplier relationship management,2
673,contingency theory,2
673,transaction cost,1
673,contingency,1
673,industrial organization,1
673,business,1
673,database transaction,1
673,sustainable development,1
673,microeconomics,1
673,economics,1
674,trustworthiness,2
674,computer science,1
674,transformative learning,1
674,artificial intelligence,1
674,bayesian network,1
674,credit risk,1
674,machine learning,1
674,natural language processing,1
674,process (computing),1
674,finance,1
675,reinforcement learning,1
675,computer science,1
675,context (archaeology),1
675,markov decision process,1
675,convergence (economics),1
675,heading (navigation),1
675,kinematics,1
675,software portability,1
675,process (computing),1
675,controller (irrigation),1
676,computer science,1
676,modular design,1
676,artificial intelligence,1
676,robot,1
676,artificial neural network,1
676,generalization,1
676,recurrent neural network,1
676,controller (irrigation),1
676,biology,1
676,mathematical analysis,1
677,sovereignty,1
677,autonomy,1
677,assimilation (phonology),1
677,sociology,1
677,epistemology,1
677,computer science,1
677,linguistics,1
677,political science,1
677,law,1
677,philosophy,1
678,polygon mesh,1
678,computer science,1
678,feature extraction,1
678,feature (linguistics),1
678,pattern recognition (psychology),1
678,artificial intelligence,1
678,computer graphics (images),1
678,philosophy,1
678,linguisticsfeature (linguistics),1
679,tropical atlantic,1
679,context (archaeology),1
679,climatology,1
679,oceanography,1
679,deep learning,1
679,convolutional neural network,1
679,atlantic multidecadal oscillation,1
679,exploit,1
679,north atlantic oscillation,1
679,sea surface temperature,1
680,metropolitan area,1
680,terrain,1
680,air quality index,1
680,government (linguistics),1
680,population,1
680,environmental planning,1
680,land use,1
680,geography,1
680,environmental resource management,1
680,environmental science,1
681,data assimilation,1
681,inference,1
681,bayesian inference,1
681,computer science,1
681,bayesian probability,1
681,machine learning,1
681,artificial intelligence,1
681,state (computer science),1
681,assimilation (phonology),1
681,estimation,1
682,computer science,1
682,scale (ratio),1
682,context (archaeology),1
682,language model,1
682,human–computer interaction,1
682,artificial intelligence,1
682,natural language processing,1
682,paleontology,1
682,physics,1
682,quantum mechanics,1
683,convolutional neural network,1
683,transformation (genetics),1
683,artificial intelligence,1
683,convolution (computer science),1
683,chebyshev filter,1
683,computer science,1
683,deep learning,1
683,wavelet,1
683,discrete wavelet transform,1
683,wavelet transform,1
684,feature (linguistics),2
684,signal (programming language),2
684,computer science,1
684,artificial intelligence,1
684,convolution (computer science),1
684,feature selection,1
684,convolutional neural network,1
684,process (computing),1
684,mechanism (biology),1
684,pattern recognition (psychology),1
685,computer science,2
685,implementation,2
685,artificial intelligence,2
685,differential privacy,2
685,popularity,2
685,feature (linguistics),2
685,python (programming language),1
685,workflow,1
685,deep learning,1
685,convolutional neural network,1
686,exploit,1
686,computer science,1
686,nist,1
686,vulnerability (computing),1
686,data mining,1
686,python (programming language),1
686,context (archaeology),1
686,vulnerability assessment,1
686,scripting language,1
686,database,1
687,pagerank,2
687,knowledge graph,2
687,strengths and weaknesses,2
687,interpretability,1
687,computer science,1
687,graph,1
687,vulnerability assessment,1
687,vulnerability (computing),1
687,theoretical computer science,1
687,data mining,1
688,source credibility,2
688,word of mouth,2
688,negativity bias,2
688,negativity effect,2
688,elaboration likelihood model,2
688,helpfulness,1
688,credibility,1
688,reputation,1
688,psychology,1
688,affect (linguistics),1
689,sentiment analysis,3
689,social media,2
689,advertising,2
689,computer science,2
689,business,2
689,world wide web,2
689,artificial intelligence,2
689,value (mathematics),2
689,harm,1
689,active listening,1
690,ethos,2
690,pathos,2
690,kairos,2
690,source credibility,2
690,subversion,1
690,rhetorical question,1
690,credibility,1
690,rhetoric,1
690,advertising,1
690,argumentation theory,1
691,centrality,1
691,transmission (telecommunications),1
691,layer (electronics),1
691,computer science,1
691,node (physics),1
691,epidemic model,1
691,markov chain,1
691,markov process,1
691,network layer,1
691,affect (linguistics),1
692,feature (linguistics),2
692,link (geometry),1
692,topology (electrical circuits),1
692,computer science,1
692,mathematics,1
692,computer network,1
692,combinatorics,1
692,philosophy,1
692,linguisticslink (geometry),1
693,social network (sociolinguistics),2
693,network structure,2
693,network formation,2
693,reciprocity (cultural anthropology),1
693,affect (linguistics),1
693,interpersonal ties,1
693,microeconomics,1
693,computer science,1
693,social psychology,1
693,psychology,1
694,connotation,2
694,urban computing,2
694,computer science,1
694,smart city,1
694,public transport,1
694,context (archaeology),1
694,process (computing),1
694,computer security,1
694,internet of things,1
694,architecture,1
695,epidemic model,1
695,affect (linguistics),1
695,population,1
695,perspective (graphical),1
695,computer science,1
695,risk analysis (engineering),1
695,econometrics,1
695,psychology,1
695,demography,1
695,economics,1
696,acknowledgement,2
696,discipline,2
696,positivism,2
696,naturalism,2
696,reflexivity,2
696,conventionalism,2
696,corpus linguistics,1
696,applied linguistics,1
696,epistemology,1
696,quantitative linguistics,1
697,promotion (chess),2
697,market orientation,2
697,business,1
697,agriculture,1
697,entrepreneurial orientation,1
697,sustainability,1
697,government (linguistics),1
697,natural resource,1
697,marketing,1
697,entrepreneurship,1
698,value (mathematics),2
698,new business development,2
698,entrepreneurship,1
698,business model,1
698,business,1
698,revenue,1
698,government (linguistics),1
698,small business,1
698,marketing,1
698,industrial organization,1
699,framing (construction),2
699,cognitive load,2
699,limiting,2
699,helpfulness,1
699,cognition,1
699,computer science,1
699,cognitive psychology,1
699,affect (linguistics),1
699,cognitive science,1
699,psychology,1
700,ransac,2
700,feature (linguistics),2
700,homography,2
700,scale-invariant feature transform,2
700,aerial image,2
700,similarity (geometry),2
700,image stitching,1
700,computer science,1
700,affine transformation,1
700,artificial intelligence,1
701,narrative review,2
701,medicine,1
701,pre-exposure prophylaxis,1
701,narrative,1
701,rheumatology,1
701,family medicine,1
701,alternative medicine,1
701,internal medicine,1
701,intensive care medicine,1
701,human immunodeficiency virus (hiv),1
702,transgender,1
702,lesbian,1
702,mental health,1
702,medicine,1
702,queer,1
702,observational study,1
702,government (linguistics),1
702,coronavirus disease 2019 (covid-19),1
702,health care,1
702,pandemic,1
703,transformer,1
703,fusion,1
703,computer science,1
703,engineering,1
703,electrical engineering,1
703,voltage,1
703,philosophy,1
703,linguistics,1
704,logistic regression,1
704,computer science,1
704,warning system,1
704,intervention (counseling),1
704,support vector machine,1
704,preprocessor,1
704,naive bayes classifier,1
704,artificial intelligence,1
704,feature (linguistics),1
704,machine learning,1
705,bounding overwatch,2
705,feature (linguistics),2
705,minimum bounding box,1
705,computer science,1
705,segmentation,1
705,artificial intelligence,1
705,pattern recognition (psychology),1
705,pixel,1
705,masking (illustration),1
705,deep learning,1
706,psychology,1
706,reading (process),1
706,perspective (graphical),1
706,context (archaeology),1
706,reading comprehension,1
706,perception,1
706,mathematics education,1
706,critical thinking,1
706,ideal (ethics),1
706,intervention (counseling),1
707,argumentative,1
707,vocational education,1
707,psychology,1
707,mathematics education,1
707,pedagogy,1
707,linguistics,1
707,philosophyargumentative,1
708,indonesian,1
708,mathematics education,1
708,critical thinking,1
708,psychology,1
708,computer science,1
708,pedagogy,1
708,linguistics,1
708,philosophy,1
709,feature (linguistics),2
709,solar cell,1
709,softmax function,1
709,photovoltaic system,1
709,artificial intelligence,1
709,classifier (uml),1
709,computer science,1
709,deep learning,1
709,fault detection and isolation,1
709,pattern recognition (psychology),1
710,fingerprint (computing),1
710,computer science,1
710,radio frequency,1
710,fingerprint recognition,1
710,speech recognition,1
710,artificial intelligence,1
710,telecommunications,1
711,happiness,1
711,residence,1
711,socioeconomic status,1
711,quality of life (healthcare),1
711,psychology,1
711,social psychology,1
711,quality (philosophy),1
711,population,1
711,affect (linguistics),1
711,sociology,1
712,exploratory factor analysis,2
712,discriminant validity,2
712,facilitator,2
712,sample (material),2
712,affect (linguistics),1
712,confirmatory factor analysis,1
712,tertiary sector of the economy,1
712,service (business),1
712,psychology,1
712,work (physics),1
713,positive psychology,2
713,happiness,1
713,flourishing,1
713,scholarship,1
713,psychology,1
713,narrative,1
713,social psychology,1
713,sociology,1
713,political science,1
713,linguistics,1
714,happiness,1
714,portuguese,1
714,psychology,1
714,scale (ratio),1
714,sample (material),1
714,workload,1
714,structural equation modeling,1
714,social psychology,1
714,burnout,1
714,clinical psychology,1
715,slovak,2
715,happiness,1
715,feeling,1
715,psychology,1
715,affect (linguistics),1
715,social psychology,1
715,cognition,1
715,perception,1
715,identity (music),1
715,aesthetics,1
716,computer science,1
716,artificial intelligence,1
716,natural language processing,1
716,mathematics education,1
716,cognitive science,1
716,psychology,1
717,new ventures,4
717,entrepreneurship,2
717,business,2
717,marketing,2
717,political science,2
717,finance,2
717,terminology,1
717,sociocultural evolution,1
717,knowledge management,1
717,process (computing),1
718,environmental consciousness,2
718,affect (linguistics),1
718,business,1
718,psychology,1
718,environmental resource management,1
718,environmental science,1
718,consciousness,1
718,communication,1
718,neuroscienceaffect,1
719,signal (programming language),1
719,affect (linguistics),1
719,human capital,1
719,set (abstract data type),1
719,observable,1
719,equity (law),1
719,perspective (graphical),1
719,computer science,1
719,cognition,1
719,psychology,1
720,unpacking,2
720,internationalization,1
720,entrepreneurship,1
720,perspective (graphical),1
720,new ventures,1
720,liability,1
720,positive economics,1
720,sociology,1
720,economics,1
720,marketing,1
721,educational robotics,2
721,creativity,1
721,robotics,1
721,artificial intelligence,1
721,developmental robotics,1
721,terminology,1
721,psychology,1
721,critical thinking,1
721,computer science,1
721,robot,1
722,algorithm,1
722,everyday life,1
722,computer science,1
722,construct (python library),1
722,narrative,1
722,psychosocial,1
722,psychology,1
722,epistemology,1
722,philosophy,1
722,linguistics,1
723,government procurement,2
723,indonesian government,2
723,indonesian,1
723,procurement,1
723,language change,1
723,perspective (graphical),1
723,entrepreneurship,1
723,business,1
723,government (linguistics),1
723,marketing,1
724,attunement,1
724,negotiation,1
724,tourism,1
724,psychology,1
724,power (physics),1
724,affect (linguistics),1
724,social psychology,1
724,sociology,1
724,communication,1
724,political science,1
725,horizontal and vertical,2
725,reciprocal,2
725,knowledge sharing,2
725,temporalities,1
725,knowledge management,1
725,perspective (graphical),1
725,body of knowledge,1
725,originality,1
725,knowledge value chain,1
725,computer science,1
726,computer science,1
726,code-switching,1
726,salient,1
726,data collection,1
726,code (set theory),1
726,data science,1
726,qualitative research,1
726,management science,1
726,programming language,1
726,artificial intelligence,1
727,volunteer,2
727,automated external defibrillator,2
727,cardiopulmonary resuscitation,1
727,medicine,1
727,population,1
727,danish,1
727,demography,1
727,emergency medicine,1
727,resuscitation,1
727,environmental health,1
728,economic shortage,1
728,mathematics education,1
728,pedagogy,1
728,sociology,1
728,political science,1
728,medical education,1
728,psychology,1
728,medicine,1
728,philosophy,1
728,linguistics,1
729,well-being,2
729,psychosocial,1
729,psychology,1
729,affect (linguistics),1
729,multilevel model,1
729,life satisfaction,1
729,cultural diversity,1
729,social psychology,1
729,immigration,1
729,developmental psychology,1
730,underpinning,2
730,pedagogy,1
730,inclusion (mineral),1
730,mainstream,1
730,perspective (graphical),1
730,psychology,1
730,narrative,1
730,equity (law),1
730,sociology,1
730,social psychology,1
731,popularity,2
731,cultural diversity,1
731,terminology,1
731,diversity (politics),1
731,cultural competence,1
731,psychology,1
731,pedagogy,1
731,population,1
731,cultural pluralism,1
731,workforce,1
732,economic shortage,2
732,perspective (graphical),1
732,social justice,1
732,pedagogy,1
732,teacher education,1
732,sociology,1
732,economic justice,1
732,education policy,1
732,political science,1
732,higher education,1
733,global governance,2
733,global education,1
733,context (archaeology),1
733,general partnership,1
733,political science,1
733,narrative,1
733,democracy,1
733,quality (philosophy),1
733,work (physics),1
733,public administration,1
734,pandemic,2
734,sign language,1
734,sign (mathematics),1
734,bachelor,1
734,psychology,1
734,educational technology,1
734,mathematics education,1
734,coronavirus disease 2019 (covid-19),1
734,language acquisition,1
734,qualitative research,1
735,tribe,2
735,ethnomathematics,1
735,mathematics education,1
735,linguistics,1
735,anthropology,1
735,mathematics,1
735,sociology,1
735,philosophyethnomathematics,1
736,teacher education,1
736,pedagogy,1
736,racism,1
736,curriculum,1
736,sociology,1
736,narrative,1
736,gender studies,1
736,linguistics,1
736,philosophy,1
737,social cognitive theory,2
737,social learning theory,2
737,persuasion,1
737,self-efficacy,1
737,psychology,1
737,social media,1
737,perception,1
737,affect (linguistics),1
737,action (physics),1
737,social psychology,1
738,informal learning,2
738,professional learning community,2
738,formal learning,2
738,informal education,2
738,value (mathematics),2
738,faculty development,2
738,expatriate,1
738,social media,1
738,professional development,1
738,pedagogy,1
739,faculty development,2
739,sociology,1
739,empowerment,1
739,social media,1
739,narrative,1
739,mediation,1
739,reading (process),1
739,pedagogy,1
739,professional development,1
739,public relations,1
740,cyber-physical system,2
740,industry 4.0,2
740,deep learning,1
740,computer science,1
740,artificial intelligence,1
740,machine learning,1
740,computer security,1
740,downtime,1
740,convolutional neural network,1
740,intrusion detection system,1
741,unintended consequences,2
741,humility,1
741,affect (linguistics),1
741,psychology,1
741,big data,1
741,applications of artificial intelligence,1
741,data science,1
741,computer science,1
741,engineering ethics,1
741,artificial intelligence,1
742,think aloud protocol,2
742,apprenticeship,2
742,virtual learning environment,2
742,cognitive apprenticeship,1
742,instructional design,1
742,computer science,1
742,educational technology,1
742,mathematics education,1
742,process (computing),1
742,psychology,1
743,perspective (graphical),1
743,information and communications technology,1
743,educational technology,1
743,rhetoric,1
743,engineering ethics,1
743,educational research,1
743,technology integration,1
743,sociology,1
743,emerging technologies,1
743,public relations,1
744,government (linguistics),1
744,educational technology,1
744,technology integration,1
744,medical education,1
744,mathematics education,1
744,pedagogy,1
744,psychology,1
744,public relations,1
744,political science,1
744,medicine,1
745,perspective (graphical),1
745,field (mathematics),1
745,affect (linguistics),1
745,government (linguistics),1
745,sociology,1
745,engineering ethics,1
745,knowledge management,1
745,public relations,1
745,computer science,1
745,political science,1
746,electromagnetic spectrum,2
746,vnir,1
746,hyperspectral imaging,1
746,artificial intelligence,1
746,convolutional neural network,1
746,pattern recognition (psychology),1
746,support vector machine,1
746,pesticide residue,1
746,computer science,1
746,remote sensing,1
747,empirical research,2
747,reciprocal,2
747,reflection (computer programming),1
747,perspective (graphical),1
747,literacy,1
747,sociocultural evolution,1
747,pedagogy,1
747,multilevel model,1
747,higher education,1
747,sociology,1
748,rubric,2
748,psychology,2
748,pedagogy,2
748,reflective practice,2
748,reflection (computer programming),2
748,narrative,2
748,mathematics education,2
748,computer science,2
748,linguistics,2
748,philosophy,2
749,indonesian government,2
749,indonesian,1
749,learning management,1
749,the internet,1
749,government (linguistics),1
749,medical education,1
749,psychology,1
749,qualitative research,1
749,higher education,1
749,internet access,1
750,study abroad,2
750,international education,2
750,vietnamese,1
750,psychology,1
750,internationalization,1
750,originality,1
750,higher education,1
750,pedagogy,1
750,internationalization of higher education,1
750,medical education,1
751,value (mathematics),2
751,sample (material),2
751,reflective practice,2
751,psychology,1
751,reflective thinking,1
751,mathematics education,1
751,reliability (semiconductor),1
751,reflection (computer programming),1
751,process (computing),1
751,narrative,1
752,operator (biology),2
752,divergence (linguistics),2
752,similarity (geometry),2
752,isochoric process,1
752,computation,1
752,fuzzy logic,1
752,uniqueness,1
752,stress (linguistics),1
752,deformation (meteorology),1
752,computer science,1
753,structural health monitoring,2
753,preprocessor,1
753,reliability (semiconductor),1
753,noise (video),1
753,calibration,1
753,computer science,1
753,feature (linguistics),1
753,computer vision,1
753,enhanced data rates for gsm evolution,1
753,image (mathematics),1
754,foregrounding,2
754,misinformation,1
754,psychology,1
754,metacognition,1
754,intervention (counseling),1
754,cognitive psychology,1
754,social psychology,1
754,cognition,1
754,computer science,1
754,linguistics,1
755,risk perception,2
755,pandemic,1
755,recall,1
755,politics,1
755,perception,1
755,government (linguistics),1
755,coronavirus disease 2019 (covid-19),1
755,interpretation (philosophy),1
755,psychology,1
755,social psychology,1
756,metaphor,1
756,mediation,1
756,representation (politics),1
756,sociology,1
756,cognitive science,1
756,linguistics,1
756,psychology,1
756,epistemology,1
756,philosophy,1
756,political science,1
757,thematic analysis,2
757,multimorbidity,1
757,context (archaeology),1
757,medicine,1
757,health care,1
757,narrative,1
757,nursing,1
757,primary care,1
757,qualitative research,1
757,family medicine,1
758,irish,1
758,qualitative research,1
758,medical education,1
758,psychology,1
758,mathematics education,1
758,sociology,1
758,medicine,1
758,social science,1
758,philosophy,1
758,linguistics,1
759,realm,2
759,coopetition,1
759,computer science,1
759,analogy,1
759,language model,1
759,sociocultural evolution,1
759,perspective (graphical),1
759,artificial intelligence,1
759,game theory,1
759,microeconomics,1
760,mozart,2
760,feature (linguistics),2
760,computer science,1
760,music information retrieval,1
760,artificial intelligence,1
760,task (project management),1
760,pattern recognition (psychology),1
760,feature extraction,1
760,domain (mathematical analysis),1
760,compression (physics),1
761,feature (linguistics),2
761,hyperparameter,2
761,computer science,1
761,artificial intelligence,1
761,feature extraction,1
761,data mining,1
761,transient (computer programming),1
761,pattern recognition (psychology),1
761,reliability (semiconductor),1
761,scale (ratio),1
762,competence (human resources),1
762,structural equation modeling,1
762,psychology,1
762,affect (linguistics),1
762,medical education,1
762,professional development,1
762,pedagogy,1
762,mathematics education,1
762,social psychology,1
762,medicine,1
763,documentation,1
763,arabic,1
763,mathematics education,1
763,data collection,1
763,semitic languages,1
763,computer science,1
763,linguistics,1
763,sociology,1
763,psychology,1
763,social science,1
764,self-efficacy,2
764,organisation climate,2
764,creativity,1
764,structural equation modeling,1
764,mathematics education,1
764,affect (linguistics),1
764,construct (python library),1
764,psychology,1
764,nonprobability sampling,1
764,population,1
765,image synthesis,2
765,3d rendering,2
765,rendering (computer graphics),1
765,computer science,1
765,artificial intelligence,1
765,computer vision,1
765,convolutional neural network,1
765,object detection,1
765,ground truth,1
765,computer graphics (images),1
766,similarity (geometry),2
766,feature (linguistics),2
766,discriminative model,1
766,representation (politics),1
766,artificial intelligence,1
766,computer science,1
766,pattern recognition (psychology),1
766,machine learning,1
766,image (mathematics),1
766,linguistics,1
767,biology,1
767,cancer research,1
767,feature (linguistics),1
767,computational biology,1
767,oncology,1
767,internal medicine,1
767,medicine,1
767,philosophy,1
767,linguisticsfeature (linguistics),1
768,hacker,2
768,computer science,1
768,long short term memory,1
768,artificial intelligence,1
768,component (thermodynamics),1
768,machine learning,1
768,identification (biology),1
768,time series,1
768,directed acyclic graph,1
768,data mining,1
769,structured-light 3d scanner,2
769,absolute phase,1
769,computer science,1
769,profilometer,1
769,phase (matter),1
769,convolutional neural network,1
769,mobile device,1
769,artificial intelligence,1
769,projection (relational algebra),1
769,optics,1
770,ground zero,2
770,zero (linguistics),1
770,cloud computing,1
770,shot (pellet),1
770,computer science,1
770,artificial intelligence,1
770,physics,1
770,materials science,1
770,nuclear physics,1
770,operating system,1
771,disinformation,1
771,narrative,1
771,context (archaeology),1
771,typology,1
771,sociology,1
771,political science,1
771,computer science,1
771,social media,1
771,data science,1
771,world wide web,1
772,appropriation,2
772,collective action,2
772,affordance,1
772,action (physics),1
772,dynamics (music),1
772,computer science,1
772,process (computing),1
772,world wide web,1
772,sociology,1
772,political science,1
773,politics,1
773,ukrainian,1
773,political science,1
773,representation (politics),1
773,preference,1
773,political economy,1
773,mass media,1
773,sociology,1
773,law,1
773,economics,1
774,convolutional neural network,1
774,transfer of learning,1
774,identification (biology),1
774,artificial intelligence,1
774,field (mathematics),1
774,computer science,1
774,pattern recognition (psychology),1
774,artificial neural network,1
774,machine learning,1
774,mathematics,1
775,data set,2
775,parametric statistics,1
775,hypergraph,1
775,detector,1
775,set (abstract data type),1
775,artificial neural network,1
775,collision,1
775,physics,1
775,jet (fluid),1
775,large hadron collider,1
776,optical coherence tomography,1
776,artificial intelligence,1
776,medicine,1
776,macular telangiectasia,1
776,receiver operating characteristic,1
776,computer science,1
776,convolutional neural network,1
776,pattern recognition (psychology),1
776,machine learning,1
776,ophthalmology,1
777,feature (linguistics),2
777,reinforcement learning,1
777,computer science,1
777,inference,1
777,signal (programming language),1
777,representation (politics),1
777,artificial intelligence,1
777,machine learning,1
777,programming language,1
777,philosophy,1
778,generative model,2
778,computer science,1
778,time series,1
778,artificial neural network,1
778,environmental data,1
778,machine learning,1
778,recurrent neural network,1
778,artificial intelligence,1
778,data mining,1
778,missing data,1
779,convolutional neural network,1
779,computer science,1
779,handwriting,1
779,artificial intelligence,1
779,pattern recognition (psychology)handwriting,1
780,data set,2
780,divergence (linguistics),2
780,computer science,1
780,usable,1
780,set (abstract data type),1
780,machine learning,1
780,generative grammar,1
780,data mining,1
780,grid,1
780,artificial intelligence,1
781,ecotourism,1
781,tourism,1
781,robot,1
781,psychology,1
781,linguistics,1
781,geography,1
781,computer science,1
781,environmental resource management,1
781,cognitive psychology,1
781,artificial intelligence,1
782,ecotourism,1
782,tourism,1
782,robot,1
782,computer science,1
782,linguistics,1
782,psychology,1
782,geography,1
782,artificial intelligence,1
782,archaeology,1
782,philosophy,1
783,sentiment analysis,2
783,punctuation,2
783,tone (literature),1
783,context (archaeology),1
783,correctness,1
783,perception,1
783,computer science,1
783,class (philosophy),1
783,mathematics education,1
783,psychology,1
784,rdf query language,2
784,computer science,1
784,natural language,1
784,machine vision,1
784,artificial intelligence,1
784,natural language processing,1
784,query language,1
784,query expansion,1
784,web search query,1
784,information retrieval,1
785,computer science,1
785,task (project management),1
785,open source,1
785,natural language processing,1
785,programming language,1
785,software,1
785,engineering,1
785,systems engineering,1
786,fusion,1
786,artificial intelligence,1
786,computer science,1
786,philosophy,1
786,linguistics,1
787,generality,2
787,public information,2
787,information flow,2
787,rumor,1
787,chaotic,1
787,public opinion,1
787,nonlinear system,1
787,computer science,1
787,statistical physics,1
787,physics,1
788,nationalism,1
788,china,1
788,space (punctuation),1
788,decoding methods,1
788,gender studies,1
788,critical discourse analysis,1
788,sociology,1
788,political science,1
788,linguistics,1
788,computer science,1
789,artificial intelligence,1
789,deep learning,1
789,face (sociological concept),1
789,computer science,1
789,unsupervised learning,1
789,computer vision,1
789,pattern recognition (psychology),1
789,philosophy,1
789,linguistics,1
790,kernel (algebra),1
790,support vector machine,1
790,artificial intelligence,1
790,convolutional neural network,1
790,tangent,1
790,gradient descent,1
790,algorithm,1
790,computer science,1
790,artificial neural network,1
790,pattern recognition (psychology),1
791,sign (mathematics),1
791,sign language,1
791,american sign language,1
791,computer science,1
791,artificial intelligence,1
791,natural language processing,1
791,linguistics,1
791,mathematics,1
791,mathematical analysis,1
791,philosophyamerican sign language,1
792,computer science,1
792,artificial intelligence,1
792,convolutional neural network,1
792,random forest,1
792,deep learning,1
